user_id,customer_id,cusbasket_id
0,151,210
0,147,201
0,146,200
0,145,199
0,144,198
0,143,197
0,142,196
0,141,195
0,139,193
0,137,190
0,136,185
0,135,184
0,134,183
0,138,191
0,148,207
0,133,182
29,0,167
45,0,206
0,149,208
0,150,209
0,172,233
0,123,168
0,117,161
0,118,162
0,124,169
0,152,211
0,153,212
0,154,213
0,155,214
0,156,215
48,0,216
0,162,222
0,158,218
0,163,223
0,160,220
0,164,224
0,167,227
0,166,226
0,168,228
0,169,229
0,170,230
0,171,231
0,174,237
0,173,234
6,0,235
0,175,238
0,176,239
0,177,240
0,178,243
26,0,242
0,179,244
0,180,245
0,181,246
0,182,247
50,0,248
0,187,253
0,184,250
0,185,251
0,186,252
0,188,254
0,189,255
0,190,256
0,191,257
0,192,258
51,0,261
51,0,262
0,194,263
0,195,264
0,196,265
56,0,266
0,197,267
0,198,268
0,199,269
0,200,270
0,201,271
0,202,272
0,203,273
0,204,274
64,0,275
0,205,276
0,206,277
0,207,278
0,208,279
0,209,280
0,210,281
0,211,282
0,212,283
50,0,284
50,0,285
50,0,286
0,213,287
0,214,288
0,215,289
0,216,290
0,217,291
0,218,292
0,219,293
0,220,294
0,221,295
0,222,296
0,223,297
0,224,298
0,225,299
0,226,300
50,0,301
0,227,302
71,0,303
0,228,304
0,229,305
0,230,306
0,231,307
0,232,308
0,233,309
0,234,310
0,235,311
0,236,312
6,0,313
0,237,314
0,238,315
0,239,316
0,240,317
0,241,318
0,242,319
0,243,320
0,244,321
0,245,322
0,246,323
0,247,324
0,248,325
0,249,326
0,250,327
0,251,328
0,252,329
0,253,330
0,254,331
0,255,332
0,256,333
0,257,334
0,258,335
0,259,336
0,260,337
80,0,338
80,0,339
0,261,340
0,262,341
0,263,342
0,264,343
0,265,344
0,266,345
0,267,346
0,268,347
0,269,348
88,0,349
89,0,350
0,270,351
0,271,352
90,0,353
0,272,354
0,273,355
0,274,356
0,275,357
0,277,359
6,0,361
0,278,362
0,279,363
0,280,364
0,281,365
0,282,366
0,283,367
0,284,368
0,285,369
0,286,370
0,287,371
94,0,372
0,288,373
0,289,374
0,290,375
95,0,376
0,291,377
0,292,378
0,293,379
0,294,380
0,295,381
0,296,382
0,297,383
0,298,384
101,0,385
0,299,386
0,300,387
0,301,388
0,302,389
0,303,390
0,304,391
0,305,392
0,306,393
0,307,394
0,308,395
0,309,396
0,310,397
0,311,398
0,312,399
0,313,400
0,314,401
0,315,402
0,316,403
0,317,404
0,318,405
0,319,406
0,320,407
0,321,408
0,322,409
0,323,410
0,324,411
0,325,412
0,326,413
0,327,414
0,328,415
0,329,416
0,330,417
0,331,418
0,332,419
0,333,420
0,334,421
0,335,422
0,336,423
0,337,424
0,338,425
0,339,426
0,340,427
0,341,428
0,342,429
0,343,430
0,344,431
0,345,432
0,346,433
0,347,434
0,348,435
0,349,436
0,350,437
0,351,438
0,352,439
0,353,440
0,354,441
0,355,442
0,356,443
0,357,444
0,358,445
0,359,446
0,360,447
0,361,448
0,362,449
0,363,450
0,364,451
0,365,452
0,366,453
0,367,454
0,368,455
0,369,456
0,370,457
0,371,458
0,372,459
0,373,460
0,374,461
0,375,462
0,376,463
0,377,464
0,378,465
0,379,466
0,380,467
0,381,468
0,382,469
0,383,470
0,384,471
0,385,472
0,386,473
0,387,474
0,388,475
0,389,476
0,390,477
0,391,478
0,392,479
0,393,480
0,394,481
0,395,482
0,396,483
0,397,484
0,398,485
0,399,486
0,400,487
0,401,488
0,402,489
0,403,490
0,404,491
0,405,492
0,406,493
0,407,494
0,408,495
0,409,496
0,410,497
0,411,498
0,412,499
0,413,500
0,414,501
0,415,502
0,416,503
0,417,504
0,418,505
0,419,506
0,420,507
0,421,508
0,422,509
0,423,510
0,424,511
0,425,512
0,426,513
0,427,514
0,428,515
0,429,516
0,430,517
0,431,518
0,432,519
0,433,520
0,434,521
0,435,522
0,436,523
0,437,524
0,438,525
0,439,526
0,440,527
0,441,528
0,442,529
0,443,530
0,444,531
0,445,532
0,446,533
0,447,534
0,448,535
0,449,536
0,450,537
0,451,538
0,452,539
0,453,540
0,454,541
0,455,542
0,456,543
0,457,544
0,458,545
0,459,546
0,460,547
0,461,548
0,462,549
0,463,550
0,464,551
0,465,552
0,466,553
0,467,554
0,468,555
0,469,556
0,470,557
0,471,558
0,472,559
0,473,560
0,474,561
0,475,562
0,476,563
0,477,564
0,478,565
0,479,566
0,480,567
0,481,568
0,482,569
0,483,570
0,484,571
0,485,572
0,486,573
0,487,574
0,488,575
0,489,576
0,490,577
0,491,578
0,492,579
0,493,580
0,494,581
0,495,582
0,496,583
0,497,584
0,498,585
0,499,586
0,500,587
0,501,588
0,502,589
0,503,590
0,504,591
0,505,592
0,506,593
0,507,594
0,508,595
0,509,596
0,510,597
0,511,598
0,512,599
0,513,600
0,514,601
0,515,602
0,516,603
0,517,604
0,518,605
0,519,606
0,520,607
0,521,608
0,522,609
0,523,610
0,524,611
0,525,612
0,526,613
0,527,614
0,528,615
0,529,616
0,530,617
0,531,618
0,532,619
0,533,620
0,534,621
0,535,622
0,536,623
0,537,624
0,538,625
0,539,626
0,540,627
0,541,628
0,542,629
0,543,630
0,544,631
0,545,632
0,546,633
0,547,634
0,548,635
0,549,636
0,550,637
0,551,638
0,552,639
0,553,640
0,554,641
0,555,642
0,556,643
0,557,644
0,558,645
0,559,646
0,560,647
0,561,648
0,562,649
0,563,650
0,564,651
0,565,652
0,566,653
0,567,654
0,568,655
0,569,656
